name,address,province,city,district,business_scope,contact,phone,registered_capital,registered_capital_raw,business_status,industry_code,tech_keywords,credit_score,role,is_verified,verification_status,source,source_company_id,source_url,source_query,uscc,establishment_date,website,phones_count,crucial_count,tags,raw_industries,scraped_at
丹阳市新艺包装印刷有限公司,丹阳市开发区大泊,江苏省,镇江市,丹阳市,"包计印刷,纸张,油墨销售,商标设计印刷,包装印刷,印刷,纸箱加工销售,零件印刷,光伏发电,普通货运,自营和代理各类商品及技术的进出口业务,商标设计",王**,00000000000,150.0,150万人民币,存续,,"包装装潢及其他印刷,印刷",80.0,enterprise,true,approved,tianxiagongchang.com,1656887,https://www.tianxiagongchang.com/detail/1656887_dan-yang-shi-xin-yi-bao-zhuang-yin-shua-you-xian-gong-si,包装印刷,9132118172869616X7,2001-06-01,,9,1,"存续,真实工厂","包装装潢及其他印刷,印刷",2026-09-15T16:08:20.726521+00:00
上海景远包装印刷有限公司,上海市宝山区新川沙路801号,上海市,上海市,宝山区,"包装用品制造加工,冷作,电器设备,通讯,其他印刷,复印,上光贴膜,纸制品,包装印刷,五金,电子,电器机械修理,通信",陆**,00000000000,200.0,200万人民币,存续,,"纸制品制造,印刷和记录媒介复制业,印刷,包装装潢及其他印刷",80.0,enterprise,true,approved,tianxiagongchang.com,3872919,https://www.tianxiagongchang.com/detail/3872919_shang-hai-jing-yuan-bao-zhuang-yin-shua-you-xian-gong-si,包装印刷,913101131334344005,1993-03-15,,5,1,"存续,真实工厂,曾用名,上海景远装潢纸品厂","纸制品制造,印刷和记录媒介复制业,印刷,包装装潢及其他印刷",2026-09-15T16:08:20.726521+00:00
沂水圣杰包装印刷有限公司,沂水县高桥镇沂北高速口北2千米路西,山东省,临沂市,沂水县,"包装装潢印刷品印刷,塑料制品,印刷材料,包装印刷,包装物资",冯*,00000000000,60.0,60万人民币,存续,,"印刷和记录媒介复制业,印刷,包装装潢及其他印刷",80.0,enterprise,true,approved,tianxiagongchang.com,3796806,https://www.tianxiagongchang.com/detail/3796806_yi-shui-sheng-jie-bao-zhuang-yin-shua-you-xian-gong-si,包装印刷,91371323MA3Q0EBQ7G,2019-06-14,,1,1,"存续,真实工厂","印刷和记录媒介复制业,印刷,包装装潢及其他印刷",2026-09-15T16:08:20.726521+00:00
佳木斯大鹏包装印刷有限公司,黑龙江省佳木斯市东风区安庆路,黑龙江省,佳木斯市,东风区,"科学包装,加工印刷各种塑料包装袋,减量包装,环保包装,食品塑料包装印刷,智能包装,安全包装,高档塑料印刷包装",王**,00000000000,10.0,10万人民币,存续,,包装装潢及其他印刷,80.0,enterprise,true,approved,tianxiagongchang.com,582110,https://www.tianxiagongchang.com/detail/582110_jia-mu-si-da-peng-bao-zhuang-yin-shua-you-xian-gong-si,包装印刷,9123080075239038XD,2003-09-23,,9,1,"存续,真实工厂",包装装潢及其他印刷,2026-09-15T16:08:20.726521+00:00
鸿博汇达(天津)包装印刷科技有限公司,天津市武清区梅厂镇福旺道6号增1号,天津市,天津市,,"包装印刷技术开发、咨询、转让,货物及技术进出口,包装装潢印刷品印刷,其他印刷品印刷,出版物批发兼零售",贾**,00000000000,10000.0,10000.00万元,存续,,"其他技术推广服务,技术推广服务,科技推广和应用服务业",80.0,enterprise,true,approved,tianxiagongchang.com,4370697,https://www.tianxiagongchang.com/detail/4370697_hong-bo-hui-da-(-tian-jin-)-bao-zhuang-yin-shua-ke-ji-you-xian-gong-si,包装印刷,91120222MA05RF2K68,2017-06-05,,5,0,存续,"其他技术推广服务,技术推广服务,科技推广和应用服务业",2026-09-15T16:08:20.726521+00:00
云南侨通包装印刷有限公司,中国云南省昭通市昭阳区盐津路198号,云南省,昭通市,昭阳区,"电子,通讯,“特醇福”,精品小熊猫”,纸制品包装印刷,高档纸包装产品的印刷,通信",沈**,00000000000,26980.0,3800万美元,存续,,包装装潢及其他印刷,80.0,enterprise,true,approved,tianxiagongchang.com,727422,https://www.tianxiagongchang.com/detail/727422_yun-nan-qiao-tong-bao-zhuang-yin-shua-you-xian-gong-si,包装印刷,915300006227130723,1993-05-05,http://www.qtprinting.com,16,0,"存续,真实工厂",包装装潢及其他印刷,2026-09-15T16:08:20.726521+00:00
苏州市苏星包装印刷有限公司,苏州市相城区黄埭镇东桥金龙村爱民路5号,江苏省,苏州市,相城区,"包装装潢印刷品印刷,其他印刷品印刷,纸箱,纸包装制品,包装印刷材料,自营和代理各类商品及技术的进出口业务",顾**,00000000000,150.0,150万人民币,存续,,包装装潢及其他印刷,80.0,enterprise,true,approved,tianxiagongchang.com,1859663,https://www.tianxiagongchang.com/detail/1859663_su-zhou-shi-su-xing-bao-zhuang-yin-shua-you-xian-gong-si,包装印刷,91320507798329007G,2007-02-13,,3,0,"存续,真实工厂",包装装潢及其他印刷,2026-09-15T16:08:20.726521+00:00
山东顺达纺织服装有限公司,山东省济南市莱芜区张家洼街道办事处鲁矿大街16号,山东省,济南市,莱芜区,"纱线,纺织面料,服装,地毯生产加工及销售,纺织品,服装及辅料,床上用品,服饰,纺织服装设备,零配件,办公用品,五金交电,化工产品,工艺品,皮革皮具,玻璃制品,钢材,建材,纸箱,纸管,服装用纸,编织袋的批发零售,纺织品、服装及辅料,床上用品,服饰,纺织服装设备及零配件,办公用品,五金交电,化工产品（不含危险化学品）,工艺品（不含文物）,皮革皮具,玻璃制品,钢材,建材,纸箱,纸管,服装用纸,编织袋的批发零售,自营和代理各类商品及技术的进出口业务",张**,00000000000,500.0,500万人民币,存续,,其他机织服装制造,80.0,enterprise,true,approved,tianxiagongchang.com,2575566,https://www.tianxiagongchang.com/detail/2575566_shan-dong-shun-da-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91371200MA3MJGMJ5F,2017-12-29,,3,1,"存续,真实工厂",其他机织服装制造,2026-09-15T16:08:20.726521+00:00
阜阳市恒佰利纺织服装有限公司,阜阳开发区经三路南纬八路东340#创新创业工业城5#楼,安徽省,阜阳市,颍州区,"销售,纺织服装生产,加工",黄**,00000000000,1000.0,1000万人民币,存续,,"服饰制造,纺织服装、服饰业,机织服装制造,其他机织服装制造",80.0,enterprise,true,approved,tianxiagongchang.com,3791038,https://www.tianxiagongchang.com/detail/3791038_fu-yang-shi-heng-bai-li-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91341200MA2MR40K2W,2015-12-02,,2,2,"存续,真实工厂","服饰制造,纺织服装、服饰业,机织服装制造,其他机织服装制造",2026-09-15T16:08:20.726521+00:00
赣州市富铠纺织服装有限公司,江西省赣州市于都县贡江镇上欧工业园区梦溪路以东、天工路以南、至善路以西、光启路以北170亩地9号标准厂房,江西省,赣州市,于都县,"纺织服装,服饰制造、加工、销售,货物进出口,技术进出口",廖***,00000000000,200.0,200万人民币,存续,,"纺织服装、服饰业,服饰制造",80.0,enterprise,true,approved,tianxiagongchang.com,3915085,https://www.tianxiagongchang.com/detail/3915085_gan-zhou-shi-fu-kai-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91360731MA38U36K3H,2019-09-06,,2,1,"存续,真实工厂","纺织服装、服饰业,服饰制造",2026-09-15T16:08:20.726521+00:00
河北迪威纺织服装有限公司,柏乡县柏镇路68号,河北省,邢台市,柏乡县,"纺织服装,无纺布及制品制造、销售,自营和代理各类服装,无纺布及制品的进出口业务",王**,00000000000,360.0,360万人民币,存续,,"其他机织服装制造,服饰制造",80.0,enterprise,true,approved,tianxiagongchang.com,1791752,https://www.tianxiagongchang.com/detail/1791752_he-bei-di-wei-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91130524673207858H,2008-03-24,http://www.cndewy.com,2,0,"存续,真实工厂","其他机织服装制造,服饰制造",2026-09-15T16:08:20.726521+00:00
五莲宇泰纺织服装有限公司,山东省日照市五莲县日照路48号,山东省,日照市,五莲县,"生产销售针织,纺织服装及棉纱,来料加工坯布,服装辅料,包装物,销售坯布,服装辅料,包装物,棉花、皮棉的收购,普通货物进出口",林**,00000000000,200.0,200万人民币,存续,,其他针织或钩针编织服装制造,80.0,enterprise,true,approved,tianxiagongchang.com,1868695,https://www.tianxiagongchang.com/detail/1868695_wu-lian-yu-tai-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91371121MA3M32P97N,2018-07-02,,2,0,"存续,真实工厂",其他针织或钩针编织服装制造,2026-09-15T16:08:20.726521+00:00
佛山市创亮纺织服装有限公司,佛山市顺德区北滘镇顺江居委会林港创业园华业路3号之一一楼之二（住所申报）,广东省,佛山市,顺德区,"女装,男装,童装,鞋、帽,印花布料,纺织服装配件,高档纺织物面料的织染及后整理加工,服装布料复合加工",张**,00000000000,100.0,100万人民币,存续,,"其他产业用纺织制成品制造,纺织服装、服饰业,机织服装制造,其他机织服装制造",80.0,enterprise,true,approved,tianxiagongchang.com,3754640,https://www.tianxiagongchang.com/detail/3754640_fo-shan-shi-chuang-liang-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91440606MA536KL26C,2019-04-26,,2,0,"存续,真实工厂","其他产业用纺织制成品制造,纺织服装、服饰业,机织服装制造,其他机织服装制造",2026-09-15T16:08:20.726521+00:00
际华三五零六纺织服装有限公司,东西湖区金银潭路135号,湖北省,武汉市,东西湖区,"工作装制服军需服装西服休闲服饰水洗服装,纺织服装制造,涤纶长丝包芯纱线,其他服装其他金属",张*,00000000000,20000.0,20000万人民币,存续,,其他机织服装制造,80.0,enterprise,true,approved,tianxiagongchang.com,822434,https://www.tianxiagongchang.com/detail/822434_ji-hua-san-wu-ling-liu-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,9142010017771093XT,1990-05-26,http://3506.com.cn,53,1,"存续,真实工厂,曾用名,武汉三五零六纺织服装总厂 武汉长征被服厂",其他机织服装制造,2026-09-15T16:08:20.726521+00:00
衡阳骏铭纺织服装有限公司,湖南省衡阳市衡阳县西渡镇船山西路与洪山路交汇处东北角双创中心内厂房2#楼1.2.3.4层,湖南省,衡阳市,衡阳县,"纺织服装,服饰业",陈**,00000000000,1000.0,1000万人民币,存续,,"纺织服装、服饰业,服饰制造",80.0,enterprise,true,approved,tianxiagongchang.com,4101258,https://www.tianxiagongchang.com/detail/4101258_heng-yang-jun-ming-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91430421MACGF3TE2M,2023-05-04,,3,1,"存续,真实工厂,曾用名,衡阳芬乐新生活科技有限公司","纺织服装、服饰业,服饰制造",2026-09-15T16:08:20.726521+00:00
湖北慧美纺织服装有限公司,湖北省大冶市保安镇樊湖大道172号,湖北省,黄石市,大冶市,"印花,自营和代理服装的进出口贸易,代购代销,服装绣花,销售,零配件,经营本企业生产所需的原辅材料,纺织服装,服装生产,服饰业,纺织面料的生产,机械设备,加工",唐**,00000000000,200.0,200万人民币,存续,,"机织服装制造,服饰制造",80.0,enterprise,true,approved,tianxiagongchang.com,1619024,https://www.tianxiagongchang.com/detail/1619024_hu-bei-hui-mei-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91420281585497867F,2011-12-08,,8,1,"存续,真实工厂","机织服装制造,服饰制造",2026-09-15T16:08:20.726521+00:00
济宁青洋纺织服装有限公司,山东省济宁市汶上县义桥镇义和路045号,山东省,济宁市,汶上县,"纺织服装,服饰业",王**,00000000000,100.0,100万人民币,存续,,"服饰制造,纺织服装、服饰业,机织服装制造,其他机织服装制造",80.0,enterprise,true,approved,tianxiagongchang.com,3880842,https://www.tianxiagongchang.com/detail/3880842_ji-ning-qing-yang-fang-zhi-fu-zhuang-you-xian-gong-si,纺织服装,91370830MA3TX5R712,2020-09-03,,2,1,"存续,真实工厂","服饰制造,纺织服装、服饰业,机织服装制造,其他机织服装制造",2026-09-15T16:08:20.726521+00:00
无锡天创光电科技有限公司,无锡市新吴区新泰路8号江苏国际技术转移中心（中国无锡留学人员创业园B区）A楼2区402-2室,江苏省,无锡市,新吴区,"光纤通信系统,半导体材料,光电传感系统,视频监控系统,工业自动化系统的设计,光电传感器,生产,通信器材及设备的研发,销售及服务,光电子元器件,物联网系统,PCB电路板,集成销售及服务,自营和代理各类商品和技术的进出口,电力传感系统,国家限定公司经营或禁止进出口的商品和技术,计算机软件开发",徐**,00000000000,1000.0,1000万人民币,存续,,"光电子器件制造,电子器件制造",80.0,enterprise,true,approved,tianxiagongchang.com,2736050,https://www.tianxiagongchang.com/detail/2736050_wu-xi-tian-chuang-guang-dian-ke-ji-you-xian-gong-si,PCB电路板,91320214MA1N94MR09,2017-01-04,,5,1,"存续,真实工厂","光电子器件制造,电子器件制造",2026-09-15T16:08:20.726521+00:00
池州市贵恒电子科技有限公司,安徽省池州市经济技术开发区电子信息产业园12号厂房,安徽省,池州市,青阳县,"电子电路,PCB电路板设计、生产、销售",胡**,00000000000,1000.0,1000万人民币,存续,,"电子电路制造,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,电子专用材料制造",80.0,enterprise,true,approved,tianxiagongchang.com,3797340,https://www.tianxiagongchang.com/detail/3797340_chi-zhou-shi-gui-heng-dian-zi-ke-ji-you-xian-gong-si,PCB电路板,91341700MA2PHDDD0C,2017-10-12,,3,1,"存续,真实工厂","电子电路制造,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,电子专用材料制造",2026-09-15T16:08:20.726521+00:00
深圳市凯利精密电路有限公司,深圳市龙岗区坪地街道坪东社区同富路8号B4栋301,广东省,深圳市,龙岗区,"PCB电路板,国内贸易,GPS系统的销售,FPC柔性线路板,电子产品,其他,货物及技术进出口",周**,00000000000,200.0,200万人民币,存续,,"综合零售,批发业,机械设备、五金产品及电子产品批发,其他机械设备及电子产品批发",80.0,enterprise,true,approved,tianxiagongchang.com,3718767,https://www.tianxiagongchang.com/detail/3718767_shen-zhen-shi-kai-li-jing-mi-dian-lu-you-xian-gong-si,PCB电路板,91440300311954901R,2014-08-15,,6,2,"存续,真实工厂","综合零售,批发业,机械设备、五金产品及电子产品批发,其他机械设备及电子产品批发",2026-09-15T16:08:20.726521+00:00
密科丰微电子设备（苏州）有限公司,苏州工业园区苏桐路16号D幢,江苏省,苏州市,姑苏区,"售后服务,PCB电路板的测试,精密机械零部件和模具,生产半导体封装自动设备,加工业,维修服务",居**,00000000000,497.0,70万美元,存续,,"机械零部件加工,电子器件制造",80.0,enterprise,true,approved,tianxiagongchang.com,767206,https://www.tianxiagongchang.com/detail/767206_mi-ke-feng-wei-dian-zi-she-bei-su-zhou-you-xian-gong-si,PCB电路板,91320594608206736J,1994-12-20,,9,1,"存续,真实工厂,曾用名,上海马克丰精密机械有限公司","机械零部件加工,电子器件制造",2026-09-15T16:08:20.726521+00:00
深圳浦盛昌科技有限公司,深圳市宝安区燕罗街道塘下涌社区众福路69号B301,广东省,深圳市,宝安区,"二类医疗器械的销售批发及生产,电子电器产品,电子元件,电子配件,电声设备,耳机,蓝牙耳机,车载蓝牙,扩音器,线材,数据线,五金,钢铁,模具,塑胶,PCB电路板,货物及技术进出口,电子电器产品,电子元件,电子配件,电声设备,耳机,蓝牙耳机,车载蓝牙,扩音器,线材,数据线的生产,二类医疗器械",张*,00000000000,100.0,100万人民币,存续,,"其他电子器件制造,其他机械设备及电子产品批发",80.0,enterprise,true,approved,tianxiagongchang.com,2544509,https://www.tianxiagongchang.com/detail/2544509_shen-zhen-pu-sheng-chang-ke-ji-you-xian-gong-si,PCB电路板,91440300MA5ETG7M5E,2017-10-30,,3,1,"存续,真实工厂","其他电子器件制造,其他机械设备及电子产品批发",2026-09-15T16:08:20.726521+00:00
